id,warehouse,mode,status,order_id
5142,F,Ship,Returned,10779
5143,D,Ship,Pending,2881
5144,F,Ship,Pending,6142
5145,A,Ship,In Transit,4622
5146,B,Ship,Delivered,16202
5147,C,Ship,In Transit,19220
5148,F,Ship,Returned,7163
5149,D,Ship,In Transit,13278
5150,F,Ship,Pending,15127
5151,A,Ship,Delivered,10885
5152,B,Ship,Pending,9129
5153,C,Ship,In Transit,18775
5154,F,Ship,Pending,6804
5155,D,Ship,Returned,1749
5156,F,Ship,Returned,7787
5157,A,Ship,Delivered,9001
5158,B,Ship,Pending,5412
5159,C,Ship,Pending,16845
5160,F,Ship,Pending,18868
5161,D,Ship,In Transit,6980
5162,F,Ship,Delivered,19052
5163,A,Ship,Pending,5823
5164,B,Ship,Returned,106
5165,C,Ship,In Transit,720
5166,F,Ship,In Transit,15329
5167,D,Ship,In Transit,18530
5168,F,Ship,In Transit,8970
5169,A,Ship,Pending,14942
5170,B,Ship,In Transit,7318
5171,C,Ship,Delivered,2171
5172,F,Ship,In Transit,18404
5173,D,Ship,Pending,15928
5174,F,Ship,Returned,18844
5175,A,Ship,Returned,4809
5176,B,Ship,Returned,3126
5177,C,Ship,Delivered,970
5178,F,Ship,In Transit,17689
5179,D,Ship,In Transit,1495
5180,F,Road,Delivered,18950
5181,A,Road,Delivered,9165
5182,B,Road,Delivered,5923
5183,C,Road,Returned,10552
5184,F,Road,Delivered,8525
5185,D,Road,In Transit,13808
5186,F,Road,In Transit,1402
5187,A,Road,In Transit,10772
5188,B,Road,In Transit,13885
5189,C,Road,In Transit,17329
5190,F,Road,In Transit,8779
5191,D,Road,In Transit,13489
5192,F,Road,In Transit,5821
5193,A,Road,Returned,13388
5194,B,Road,Returned,4523
5195,C,Road,Returned,14248
5196,F,Road,Pending,3132
5197,D,Road,Delivered,18626
5198,F,Road,In Transit,6673
5199,A,Road,In Transit,5524
5200,B,Road,Delivered,7406
5201,C,Road,Returned,15862
5202,F,Flight,In Transit,16440
5203,D,Flight,In Transit,11286
5204,F,Flight,In Transit,7228
5205,A,Flight,Pending,9141
5206,B,Flight,In Transit,10898
5207,C,Flight,Delivered,3906
5208,F,Flight,In Transit,9244
5209,D,Flight,In Transit,10293
5210,F,Flight,In Transit,4015
5211,A,Flight,Pending,4774
5212,B,Flight,Pending,17718
5213,C,Flight,Returned,14291
5214,F,Flight,Pending,11469
5215,D,Flight,Returned,139
5216,F,Flight,Returned,2740
5217,A,Flight,Pending,9401
5218,B,Flight,Pending,12686
5219,C,Flight,Returned,6590
5220,F,Flight,Returned,16708
5221,D,Flight,In Transit,6769
5222,F,Flight,Delivered,928
5223,A,Flight,In Transit,5682
5224,B,Ship,Returned,4662
5225,C,Ship,In Transit,8306
5226,F,Ship,Returned,15148
5227,D,Ship,Returned,13886
5228,F,Ship,Pending,4529
5229,A,Ship,Returned,4067
5230,B,Ship,Pending,18208
5231,C,Ship,Returned,6335
5232,F,Ship,In Transit,13577
5233,D,Ship,Delivered,15444
5234,F,Ship,Returned,2524
5235,A,Ship,Pending,3056
5236,B,Ship,Returned,3059
5237,C,Ship,Pending,16178
5238,F,Ship,Returned,8721
5239,D,Ship,Delivered,10397
5240,F,Ship,In Transit,16422
5241,A,Ship,Returned,588
5242,B,Ship,Pending,5415
5243,C,Ship,In Transit,19562
5244,F,Ship,Returned,6480
5245,D,Ship,Pending,4778
5246,F,Ship,Returned,2850
5247,A,Ship,In Transit,18944
5248,B,Ship,In Transit,10379
5249,C,Ship,Pending,13953
5250,F,Ship,In Transit,2599
5251,D,Ship,Returned,13182
5252,F,Ship,Delivered,18819
5253,A,Ship,In Transit,16747
5254,B,Ship,Pending,4617
5255,C,Ship,Returned,2564
5256,F,Ship,Delivered,12061
5257,D,Ship,Pending,5273
5258,F,Ship,Pending,19883
5259,A,Ship,In Transit,18475
5260,B,Ship,Returned,16979
5261,C,Ship,In Transit,948
5262,F,Ship,Pending,4375
5263,D,Ship,Returned,15258
5264,F,Ship,Pending,851
5265,A,Ship,Returned,13127
5266,B,Ship,In Transit,206
5267,C,Ship,In Transit,16179
5268,F,Ship,Returned,16563
5269,D,Ship,Pending,6557
5270,F,Ship,Returned,2498
5271,A,Ship,In Transit,8941
5272,B,Ship,Delivered,448
5273,C,Ship,Returned,6208
5274,F,Ship,In Transit,1318
5275,D,Ship,Returned,1913
5276,F,Ship,In Transit,5903
5277,A,Ship,Returned,5666
5278,B,Ship,Delivered,10118
5279,C,Ship,Returned,9995
5280,F,Ship,Returned,8003
5281,D,Ship,In Transit,5897
5282,F,Ship,In Transit,17535
5283,A,Ship,In Transit,2265
5284,B,Ship,In Transit,5464
5285,C,Ship,Returned,17249
5286,F,Ship,Returned,3444
5287,D,Ship,Returned,14782
5288,F,Ship,In Transit,152
5289,A,Ship,In Transit,13150
5290,B,Ship,In Transit,5556
5291,C,Ship,Delivered,19605
5292,F,Ship,Returned,18838
5293,D,Ship,Returned,16823
5294,F,Ship,Returned,18167
5295,A,Ship,Returned,14944
5296,B,Ship,In Transit,14467
5297,C,Ship,Pending,13034
5298,F,Ship,Pending,5950
5299,D,Ship,In Transit,12196
5300,F,Ship,Returned,15501
5301,A,Ship,Pending,17193
5302,B,Ship,In Transit,356
5303,C,Ship,Pending,18305
5304,F,Ship,In Transit,10545
5305,D,Ship,In Transit,16890
5306,F,Ship,Delivered,13860
5307,A,Ship,Delivered,8461
5308,B,Ship,Pending,11110
5309,C,Ship,In Transit,3895
5310,F,Ship,Pending,12733
5311,D,Ship,Pending,1527
5312,F,Ship,In Transit,9789
5313,A,Ship,Returned,8667
5314,B,Ship,In Transit,15606
5315,C,Ship,Delivered,11557
5316,F,Ship,Returned,1849
5317,D,Road,Delivered,6506
5318,F,Road,Pending,17496
5319,A,Road,Pending,12313
5320,B,Road,Returned,6442
5321,C,Road,Pending,3817
5322,F,Road,Returned,4870
5323,D,Road,Returned,8311
5324,F,Road,Delivered,14425
5325,A,Road,In Transit,10422
5326,B,Road,Delivered,8645
5327,C,Road,Returned,18167
5328,F,Road,In Transit,18798
5329,D,Road,Delivered,14620
5330,F,Road,Returned,7613
5331,A,Road,Pending,19420
5332,B,Road,Returned,12347
5333,C,Road,Returned,7377
5334,F,Road,Pending,10169
5335,D,Road,Delivered,6082
5336,F,Road,Returned,8692
5337,A,Road,Returned,17274
5338,B,Road,Delivered,16666
5339,C,Flight,In Transit,7429
5340,F,Flight,Returned,12588
5341,D,Flight,Returned,6435
5342,F,Flight,In Transit,8505
5343,A,Flight,Returned,9913
5344,B,Flight,Delivered,9069
5345,C,Flight,Delivered,18705
5346,F,Flight,Pending,18021
5347,D,Flight,Delivered,12657
5348,F,Flight,Returned,17663
5349,A,Flight,Delivered,19262
5350,B,Flight,Pending,18783
5351,C,Flight,Pending,9367
5352,F,Flight,In Transit,6724
5353,D,Flight,Returned,7732
5354,F,Flight,In Transit,18848
5355,A,Flight,In Transit,19664
5356,B,Flight,Delivered,1647
5357,C,Flight,Pending,7765
5358,F,Flight,Delivered,12376
5359,D,Flight,Returned,632
5360,F,Flight,Delivered,3657
5361,A,Ship,In Transit,6253
5362,B,Ship,Pending,233
5363,C,Ship,In Transit,3855
5364,F,Ship,In Transit,1158
5365,D,Ship,Delivered,19988
5366,F,Ship,Pending,6114
5367,A,Ship,Delivered,4449
5368,B,Ship,Pending,15920
5369,C,Ship,Pending,157
5370,F,Ship,Returned,2181
5371,D,Ship,Returned,9839
5372,F,Ship,In Transit,16302
5373,A,Ship,Delivered,13089
5374,B,Ship,In Transit,14106
5375,C,Ship,In Transit,17560
5376,F,Ship,Returned,842
5377,D,Ship,Pending,1218
5378,F,Ship,Returned,2606
5379,A,Ship,Delivered,6509
5380,B,Ship,In Transit,4478
5381,C,Ship,Returned,8262
5382,F,Ship,Returned,10229
5383,D,Ship,Pending,8800
5384,F,Ship,In Transit,18505
5385,A,Ship,Delivered,1854
5386,B,Ship,Returned,5649
5387,C,Ship,Returned,11364
5388,F,Ship,Returned,16764
5389,D,Ship,Returned,8811
5390,F,Ship,Pending,5097
5391,A,Ship,In Transit,5607
5392,B,Ship,In Transit,8551
5393,C,Ship,Returned,18206
5394,F,Ship,Returned,9964
5395,D,Ship,Returned,14916
5396,F,Ship,In Transit,2661
5397,A,Ship,Pending,1962
5398,B,Ship,Pending,10002
5399,C,Ship,Pending,7561
5400,F,Ship,Returned,7458
5401,D,Ship,Delivered,19431
5402,F,Ship,Returned,6638
5403,A,Ship,In Transit,10849
5404,B,Ship,In Transit,5817
5405,C,Ship,Pending,12603
5406,F,Ship,In Transit,10703
5407,D,Ship,Pending,6583
5408,F,Ship,In Transit,8410
5409,A,Ship,Delivered,8368
5410,B,Ship,Pending,15430
5411,C,Ship,Returned,11607
5412,F,Ship,Pending,6115
5413,D,Ship,In Transit,17685
5414,F,Ship,Delivered,14218
5415,A,Ship,Delivered,9977
5416,B,Ship,Pending,8355
5417,C,Ship,Pending,17071
5418,F,Ship,Pending,17210
5419,D,Ship,Delivered,18370
5420,F,Ship,Returned,16064
5421,A,Ship,Pending,1170
5422,B,Ship,Returned,10332
5423,C,Ship,In Transit,14235
5424,F,Ship,In Transit,9944
5425,D,Ship,Returned,6038
5426,F,Ship,In Transit,19745
5427,A,Ship,Pending,8916
5428,B,Ship,Delivered,9555
5429,C,Ship,Returned,7936
5430,F,Ship,In Transit,17043
5431,D,Ship,Delivered,13765
5432,F,Ship,In Transit,11747
5433,A,Ship,Pending,19532
5434,B,Ship,In Transit,10914
5435,C,Ship,Delivered,19923
5436,F,Ship,Returned,18735
5437,D,Ship,Returned,4014
5438,F,Ship,Pending,4125
5439,A,Ship,Pending,3737
5440,B,Ship,Delivered,1167
5441,C,Ship,Pending,17125
5442,F,Ship,Pending,137
5443,D,Ship,Delivered,9181
5444,F,Ship,Delivered,1119
5445,A,Ship,Returned,3954
5446,B,Ship,Returned,3290
5447,C,Ship,Delivered,13193
5448,F,Ship,In Transit,11314
5449,D,Ship,Delivered,15257
5450,F,Ship,In Transit,1344
5451,A,Ship,In Transit,15907
5452,B,Ship,In Transit,2171
5453,C,Ship,In Transit,14709
5454,F,Road,In Transit,6966
5455,D,Road,In Transit,1032
5456,F,Road,Delivered,9380
5457,A,Road,In Transit,18835
5458,B,Road,Pending,9550
5459,C,Road,Delivered,17382
5460,F,Road,Delivered,19990
5461,D,Road,Delivered,10215
5462,F,Road,Pending,111
5463,A,Road,Delivered,17794
5464,B,Road,In Transit,808
5465,C,Road,Returned,1136
5466,F,Road,In Transit,9378
5467,D,Road,Returned,2988
5468,F,Road,Delivered,11559
5469,A,Road,Delivered,17600
5470,B,Road,Pending,14379
5471,C,Road,Delivered,7478
5472,F,Road,Pending,3595
5473,D,Road,Pending,8119
5474,F,Road,Returned,6993
5475,A,Road,Returned,6926
5476,B,Flight,In Transit,6977
5477,C,Flight,Returned,4227
5478,F,Flight,In Transit,13110
5479,D,Flight,Pending,1253
5480,F,Flight,Pending,19251
5481,A,Flight,Pending,17117
5482,B,Flight,Pending,18395
5483,C,Flight,Returned,18526
5484,F,Flight,Returned,684
5485,D,Flight,Pending,9213
5486,F,Flight,Pending,2315
5487,A,Flight,Returned,14358
5488,B,Flight,Returned,19416
5489,C,Flight,Returned,2358
5490,F,Flight,Delivered,10480
5491,D,Flight,Returned,10431
5492,F,Flight,In Transit,10728
5493,A,Flight,Returned,7025
5494,B,Flight,In Transit,15070
5495,C,Flight,In Transit,2150
5496,F,Flight,Delivered,4605
5497,D,Flight,Delivered,13355
5498,F,Ship,In Transit,8398
5499,A,Ship,In Transit,19880
5500,B,Ship,In Transit,18413
5501,C,Ship,Delivered,17921
5502,F,Ship,Delivered,2066
5503,D,Ship,Returned,11007
5504,F,Ship,In Transit,13329
5505,A,Ship,Delivered,11869
5506,B,Ship,Returned,6190
5507,C,Ship,Delivered,5334
5508,F,Ship,Pending,9290
5509,D,Ship,Returned,10235
5510,F,Ship,Returned,4802
5511,A,Ship,In Transit,14866
5512,B,Ship,Delivered,2376
5513,C,Ship,Delivered,13078
5514,F,Ship,In Transit,11670
5515,D,Ship,Returned,7280
5516,F,Ship,Delivered,1595
5517,A,Ship,Returned,9893
5518,B,Ship,Delivered,6352
5519,C,Ship,In Transit,13324
5520,F,Ship,Pending,12120
5521,D,Ship,Pending,13456
5522,F,Ship,Pending,6414
5523,A,Ship,Returned,19588
5524,B,Ship,Pending,9669
5525,C,Ship,Delivered,8418
5526,F,Ship,Returned,19650
5527,D,Ship,Delivered,12359
5528,F,Ship,Delivered,13733
5529,A,Ship,Pending,7479
5530,B,Ship,In Transit,15156
5531,C,Ship,Returned,17339
5532,F,Ship,Delivered,10489
5533,D,Ship,In Transit,1757
5534,F,Ship,In Transit,2585
5535,A,Ship,Delivered,2643
5536,B,Ship,Pending,12403
5537,C,Ship,Delivered,5969
5538,F,Ship,Delivered,16741
5539,D,Ship,Delivered,5869
5540,F,Ship,In Transit,13728
5541,A,Ship,Pending,6345
5542,B,Ship,Delivered,19046
5543,C,Ship,Delivered,12319
5544,F,Ship,Pending,9507
5545,D,Ship,Delivered,14350
5546,F,Ship,Pending,7811
5547,A,Ship,Returned,13887
5548,B,Ship,Delivered,17226
5549,C,Ship,Pending,14588
5550,F,Ship,Delivered,6973
5551,D,Ship,In Transit,18795
5552,F,Ship,Returned,12634
5553,A,Ship,Returned,6674
5554,B,Ship,In Transit,16447
5555,C,Ship,Delivered,15077
5556,F,Ship,Returned,19251
5557,D,Ship,Returned,9283
5558,F,Ship,In Transit,13716
5559,A,Ship,In Transit,19357
5560,B,Ship,Pending,9941
5561,C,Ship,Delivered,18003
5562,F,Ship,Pending,7496
5563,D,Ship,Returned,7692
5564,F,Ship,Pending,17583
5565,A,Ship,In Transit,484
5566,B,Ship,Pending,14495
5567,C,Ship,Pending,11945
5568,F,Ship,In Transit,4837
5569,D,Ship,Pending,16788
5570,F,Ship,Delivered,13952
5571,A,Ship,Delivered,5878
5572,B,Ship,Pending,11415
5573,C,Ship,In Transit,3994
5574,F,Ship,Pending,11715
5575,D,Ship,Pending,6344
5576,F,Ship,In Transit,12757
5577,A,Ship,Delivered,1007
5578,B,Ship,Delivered,15890
5579,C,Ship,Returned,7512
5580,F,Ship,Pending,7484
5581,D,Ship,Delivered,5458
5582,F,Ship,In Transit,4944
5583,A,Ship,Returned,18135
5584,B,Ship,Delivered,523
5585,C,Ship,Returned,4642
5586,F,Ship,Pending,4155
5587,D,Ship,Returned,11205
5588,F,Ship,In Transit,18114
5589,A,Ship,In Transit,9959
5590,B,Ship,Pending,11461
5591,C,Road,Delivered,10292
5592,F,Road,Delivered,18217
5593,D,Road,Pending,12009
5594,F,Road,In Transit,422
5595,A,Road,Delivered,5865
5596,B,Road,Returned,16856
5597,C,Road,Returned,8196
5598,F,Road,Pending,1613
5599,D,Road,Delivered,12961
5600,F,Road,Delivered,10852
5601,A,Road,Pending,13850
5602,B,Road,Returned,10672
5603,C,Road,Pending,6907
5604,F,Road,Delivered,19409
5605,D,Road,Delivered,11994
5606,F,Road,In Transit,10753
5607,A,Road,Pending,9355
5608,B,Road,Returned,851
5609,C,Road,Returned,13212
5610,F,Road,Delivered,5261
5611,D,Road,In Transit,7268
5612,F,Road,Delivered,11414
5613,A,Flight,Delivered,19383
5614,B,Flight,Returned,5808
5615,C,Flight,Delivered,13633
5616,F,Flight,Pending,10618
5617,D,Flight,Delivered,9317
5618,F,Flight,Returned,14025
5619,A,Flight,Delivered,4363
5620,B,Flight,In Transit,11810
5621,C,Flight,Pending,9602
5622,F,Flight,Returned,6420
5623,D,Flight,Pending,16831
5624,F,Flight,Returned,7144
5625,A,Flight,Delivered,1416
5626,B,Flight,Delivered,18316
5627,C,Flight,Delivered,759
5628,F,Flight,Pending,8592
5629,D,Flight,Returned,4882
5630,F,Flight,In Transit,10002
5631,A,Flight,Returned,147
5632,B,Flight,Delivered,11646
5633,C,Flight,Delivered,8519
5634,F,Flight,Delivered,16573
5635,D,Ship,Delivered,7995
5636,F,Ship,Pending,5633
5637,A,Ship,Delivered,5338
5638,B,Ship,Returned,2873
5639,C,Ship,In Transit,5281
5640,F,Ship,Pending,3305
5641,D,Ship,In Transit,4488
5642,F,Ship,Returned,4703
5643,A,Ship,In Transit,3431
5644,B,Ship,In Transit,2322
5645,C,Ship,Returned,13605
5646,F,Ship,In Transit,9676
5647,D,Ship,Pending,5032
5648,F,Ship,Delivered,16319
5649,A,Ship,Delivered,6076
5650,B,Ship,Delivered,8997
5651,C,Ship,Pending,13529
5652,F,Ship,Delivered,13033
5653,D,Ship,Returned,5080
5654,F,Ship,Delivered,3055
5655,A,Ship,Pending,17433
5656,B,Ship,Delivered,13253
5657,C,Ship,Returned,7965
5658,F,Ship,Returned,17190
5659,D,Ship,In Transit,10355
5660,F,Ship,Returned,10427
5661,A,Ship,In Transit,8297
5662,B,Ship,In Transit,17182
5663,C,Ship,Returned,6765
5664,F,Ship,Delivered,1180
5665,D,Ship,Delivered,8606
5666,F,Ship,Returned,11089
5667,A,Ship,Delivered,6875
5668,B,Ship,In Transit,3451
5669,C,Ship,Returned,11457
5670,F,Ship,Pending,4943
5671,D,Ship,Delivered,10079
5672,F,Ship,In Transit,2950
5673,A,Ship,Pending,4731
5674,B,Ship,Returned,11333
5675,C,Ship,Delivered,13118
5676,F,Ship,Returned,5905
5677,D,Ship,Pending,15873
5678,F,Ship,Pending,2144
5679,A,Ship,Pending,7029
5680,B,Ship,Delivered,5693
5681,C,Ship,Pending,19040
5682,F,Ship,In Transit,5719
5683,D,Ship,Delivered,13613
5684,F,Ship,Returned,13543
5685,A,Ship,In Transit,11588
5686,B,Ship,In Transit,18070
5687,C,Ship,In Transit,18664
5688,F,Ship,In Transit,19554
5689,D,Ship,Pending,9424
5690,F,Ship,In Transit,11670
5691,A,Ship,Pending,19094
5692,B,Ship,In Transit,5284
5693,C,Ship,Returned,16358
5694,F,Ship,In Transit,1348
5695,D,Ship,Pending,18378
5696,F,Ship,Returned,1530
5697,A,Ship,In Transit,9229
5698,B,Ship,Pending,9569
5699,C,Ship,In Transit,19333
5700,F,Ship,Delivered,9744
5701,D,Ship,Pending,17650
5702,F,Ship,Delivered,17587
5703,A,Ship,Delivered,7009
5704,B,Ship,Delivered,9636
5705,C,Ship,Returned,17024
5706,F,Ship,Pending,2544
5707,D,Ship,In Transit,17091
5708,F,Ship,Delivered,13148
5709,A,Ship,Delivered,1252
5710,B,Ship,Delivered,11655
5711,C,Ship,Delivered,14899
5712,F,Ship,Returned,11537
5713,D,Ship,Returned,14569
5714,F,Ship,In Transit,793
5715,A,Ship,In Transit,524
5716,B,Ship,In Transit,11522
5717,C,Ship,Pending,18811
5718,F,Ship,Returned,17776
5719,D,Ship,Pending,19110
5720,F,Ship,Pending,1430
5721,A,Ship,Delivered,10925
5722,B,Ship,Pending,10272
5723,C,Ship,Returned,8728
5724,F,Ship,Delivered,5091
5725,D,Ship,Returned,10722
5726,F,Ship,In Transit,10382
5727,A,Ship,Pending,7305
5728,B,Road,In Transit,3470
5729,C,Road,Pending,4846
5730,F,Road,Pending,7203
5731,D,Road,Delivered,6883
5732,F,Road,Delivered,8664
5733,A,Road,Delivered,6786
5734,B,Road,Delivered,13437
5735,C,Road,Delivered,16478
5736,F,Road,Pending,16968
5737,D,Road,Delivered,3639
5738,F,Road,Returned,6086
5739,A,Road,Returned,13195
5740,B,Road,In Transit,10878
5741,C,Road,Delivered,4820
5742,F,Road,In Transit,12260
5743,D,Road,Pending,14394
5744,F,Road,In Transit,11835
5745,A,Road,Pending,19459
5746,B,Road,In Transit,11625
5747,C,Road,Delivered,17404
5748,F,Road,Pending,3765
5749,D,Road,Delivered,40
5750,F,Flight,Returned,3217
5751,A,Flight,Delivered,2317
5752,B,Flight,Returned,485
5753,C,Flight,In Transit,19432
5754,F,Flight,In Transit,17019
5755,D,Flight,Pending,9785
5756,F,Flight,Returned,3089
5757,A,Flight,Delivered,10174
5758,B,Flight,Returned,16036
5759,C,Flight,In Transit,8521
5760,F,Flight,Returned,14953
5761,D,Flight,Returned,8050
5762,F,Flight,Pending,12362
5763,A,Flight,Returned,8817
5764,B,Flight,Returned,1177
5765,C,Flight,Delivered,18241
5766,F,Flight,Delivered,13844
5767,D,Flight,In Transit,17324
5768,F,Flight,In Transit,10570
5769,A,Flight,Returned,3064
5770,B,Flight,In Transit,19429
5771,C,Flight,In Transit,8953
5772,F,Ship,Returned,16249
5773,D,Ship,In Transit,19286
5774,F,Ship,Delivered,15514
5775,A,Ship,Returned,10795
5776,B,Ship,In Transit,10771
5777,C,Ship,Delivered,1447
5778,F,Ship,Pending,11997
5779,D,Ship,Delivered,334
5780,F,Ship,Pending,1264
5781,A,Ship,Pending,13305
5782,B,Ship,In Transit,11715
5783,C,Ship,Returned,4819
5784,F,Ship,In Transit,4602
5785,D,Ship,Returned,7994
5786,F,Ship,Pending,3560
5787,A,Ship,Pending,6404
5788,B,Ship,In Transit,15535
5789,C,Ship,Returned,17896
5790,F,Ship,In Transit,4803
5791,D,Ship,Returned,8417
5792,F,Ship,Delivered,14596
5793,A,Ship,Returned,3881
5794,B,Ship,Pending,8650
5795,C,Ship,In Transit,2531
5796,F,Ship,Returned,783
5797,D,Ship,Pending,10271
5798,F,Ship,In Transit,3929
5799,A,Ship,Returned,19341
5800,B,Ship,Pending,7234
5801,C,Ship,Delivered,13981
5802,F,Ship,Returned,11290
5803,D,Ship,Delivered,11643
5804,F,Ship,In Transit,2617
5805,A,Ship,Returned,17059
5806,B,Ship,Returned,14924
5807,C,Ship,Returned,13842
5808,F,Ship,In Transit,16950
5809,D,Ship,Returned,15292
5810,F,Ship,Returned,18117
5811,A,Ship,Pending,3727
5812,B,Ship,In Transit,15282
5813,C,Ship,Delivered,15879
5814,F,Ship,Pending,2639
5815,D,Ship,In Transit,17908
5816,F,Ship,Returned,16644
5817,A,Ship,In Transit,4576
5818,B,Ship,Pending,5535
5819,C,Ship,Pending,9066
5820,F,Ship,Pending,14708
5821,D,Ship,Returned,2178
5822,F,Ship,In Transit,1329
5823,A,Ship,Pending,12081
5824,B,Ship,In Transit,439
5825,C,Ship,Pending,9637
5826,F,Ship,Delivered,15375
5827,D,Ship,In Transit,7021
5828,F,Ship,Returned,3437
5829,A,Ship,Pending,447
5830,B,Ship,Pending,12046
5831,C,Ship,In Transit,12958
5832,F,Ship,In Transit,6235
5833,D,Ship,In Transit,18682
5834,F,Ship,Returned,11049
5835,A,Ship,Returned,11424
5836,B,Ship,In Transit,14696
5837,C,Ship,In Transit,1717
5838,F,Ship,In Transit,17348
5839,D,Ship,Pending,10430
5840,F,Ship,Delivered,8732
5841,A,Ship,Pending,11503
5842,B,Ship,Pending,252
5843,C,Ship,In Transit,2884
5844,F,Ship,Delivered,323
5845,D,Ship,Pending,5929
5846,F,Ship,Returned,19761
5847,A,Ship,Pending,2350
5848,B,Ship,Pending,9571
5849,C,Ship,Delivered,6217
5850,F,Ship,In Transit,9830
5851,D,Ship,Delivered,18841
5852,F,Ship,In Transit,16730
5853,A,Ship,Delivered,7117
5854,B,Ship,In Transit,4518
5855,C,Ship,Returned,12172
5856,F,Ship,Pending,15854
5857,D,Ship,Returned,116
5858,F,Ship,Delivered,4871
5859,A,Ship,Returned,9773
5860,B,Ship,In Transit,14954
5861,C,Ship,Returned,13473
5862,F,Ship,In Transit,5998
5863,D,Ship,Pending,18206
5864,F,Ship,In Transit,18983
5865,A,Road,Pending,13573
5866,B,Road,Pending,10710
5867,C,Road,Returned,16904
5868,F,Road,Delivered,5976
5869,D,Road,Pending,18153
5870,F,Road,Delivered,19189
5871,A,Road,Pending,13014
5872,B,Road,Delivered,2148
5873,C,Road,Pending,7365
5874,F,Road,Pending,5733
5875,D,Road,Pending,10931
5876,F,Road,Returned,19907
5877,A,Road,Delivered,7705
5878,B,Road,Returned,6757
5879,C,Road,Returned,9953
5880,F,Road,Delivered,14866
5881,D,Road,Delivered,6255
5882,F,Road,In Transit,12135
5883,A,Road,Returned,15016
5884,B,Road,Delivered,18267
5885,C,Road,Returned,13525
5886,F,Road,Returned,15135
5887,D,Flight,Delivered,5050
5888,F,Flight,Returned,11024
5889,A,Flight,In Transit,17086
5890,B,Flight,Delivered,3706
5891,C,Flight,Returned,2804
5892,F,Flight,Returned,17188
5893,D,Flight,Pending,7078
5894,F,Flight,Delivered,14637
5895,A,Flight,Pending,11818
5896,B,Flight,Pending,9038
5897,C,Flight,In Transit,3407
5898,F,Flight,In Transit,6422
5899,D,Flight,Pending,8356
5900,F,Flight,Returned,19663
5901,A,Flight,Pending,10773
5902,B,Flight,Pending,9264
5903,C,Flight,Returned,12549
5904,F,Flight,In Transit,14027
5905,D,Flight,In Transit,8780
5906,F,Flight,In Transit,755
5907,A,Flight,In Transit,14017
5908,B,Flight,Pending,4892
5909,C,Ship,Returned,19166
5910,F,Ship,Pending,664
5911,D,Ship,Delivered,19687
5912,F,Ship,In Transit,10097
5913,A,Ship,Pending,11176
5914,B,Ship,In Transit,16146
5915,C,Ship,Pending,19359
5916,F,Ship,In Transit,2742
5917,D,Ship,In Transit,18438
5918,F,Ship,Pending,6616
5919,A,Ship,Delivered,6273
5920,B,Ship,Delivered,18420
5921,C,Ship,Pending,9994
5922,F,Ship,In Transit,3064
5923,D,Ship,Delivered,3020
5924,F,Ship,In Transit,2536
5925,A,Ship,Pending,701
5926,B,Ship,Delivered,19215
5927,C,Ship,In Transit,3953
5928,F,Ship,In Transit,7481
5929,D,Ship,In Transit,17279
5930,F,Ship,Pending,6454
5931,A,Ship,Returned,8033
5932,B,Ship,Pending,15091
5933,C,Ship,Pending,4074
5934,F,Ship,Delivered,7529
5935,D,Ship,Returned,14641
5936,F,Ship,Delivered,10092
5937,A,Ship,Returned,16681
5938,B,Ship,Delivered,4920
5939,C,Ship,In Transit,5854
5940,F,Ship,Delivered,2048
5941,D,Ship,Pending,18383
5942,F,Ship,Delivered,9487
5943,A,Ship,Pending,5281
5944,B,Ship,In Transit,13424
5945,C,Ship,In Transit,9269
5946,F,Ship,Delivered,15971
5947,D,Ship,Returned,17650
5948,F,Ship,Delivered,11432
5949,A,Ship,Delivered,7083
5950,B,Ship,In Transit,10881
5951,C,Ship,Delivered,13067
5952,F,Ship,Returned,16728
5953,D,Ship,Pending,14376
5954,F,Ship,Delivered,2640
5955,A,Ship,Delivered,10944
5956,B,Ship,In Transit,2169
5957,C,Ship,Pending,11971
5958,F,Ship,In Transit,12430
5959,D,Ship,Returned,7113
5960,F,Ship,Returned,17359
5961,A,Ship,Returned,13851
5962,B,Ship,Returned,6019
5963,C,Ship,Delivered,13776
5964,F,Ship,In Transit,17792
5965,D,Ship,Delivered,19029
5966,F,Ship,Pending,16724
5967,A,Ship,Pending,10214
5968,B,Ship,Delivered,15516
5969,C,Ship,Pending,19944
5970,F,Ship,In Transit,15853
5971,D,Ship,Returned,10839
5972,F,Ship,In Transit,5959
5973,A,Ship,Delivered,3011
5974,B,Ship,Delivered,7306
5975,C,Ship,Returned,822
5976,F,Ship,Returned,14382
5977,D,Ship,Delivered,13729
5978,F,Ship,In Transit,12179
5979,A,Ship,Pending,17950
5980,B,Ship,Pending,14353
5981,C,Ship,Delivered,9054
5982,F,Ship,Delivered,1931
5983,D,Ship,In Transit,625
5984,F,Ship,Returned,5736
5985,A,Ship,Pending,13605
5986,B,Ship,Returned,13487
5987,C,Ship,In Transit,7985
5988,F,Ship,Delivered,8082
5989,D,Ship,In Transit,2468
5990,F,Ship,Pending,1037
5991,A,Ship,In Transit,198
5992,B,Ship,Pending,8557
5993,C,Ship,Delivered,16507
5994,F,Ship,In Transit,14299
5995,D,Ship,Pending,17805
5996,F,Ship,In Transit,5067
5997,A,Ship,In Transit,1069
5998,B,Ship,In Transit,17484
